		Filename	Accession	Sample ID	Family ID	Population Abbreviation	Population Descriptor	Biosample Accession	Platform	Instrument Model	Basecaller	Basecaller Model	Basecaller Version	Bioproject Accession	CCS Algorithm	Filetype	Generator Contact	Generator Facility	Library Source	Library Strategy	MM Tag	N50	100kb+	Path	Study	Total Gbp	Total Reads	Whales
		HG04228.m64076_210618_160639.dc.q20.fastq.gz	SRR30729254	HG04228	Unspecified	STU	Sri Lankan Tamil in the UK	SAMN26267391	PACBIO_SMRT	Sequel II	N/A	N/A	N/A	PRJNA701308	N/A	fastq	kmiyamot@uw.edu	University of Washington	GENOMIC	WGS	N/A	19522	N/A	s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04228/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04228.m64076_210618_160639.dc.q20.fastq.gz	SRP305758	34.89	1806242	N/A
		HG04228.m64076_210620_030428.dc.q20.fastq.gz	SRR30729255	HG04228	Unspecified	STU	Sri Lankan Tamil in the UK	SAMN26267391	PACBIO_SMRT	Sequel II	N/A	N/A	N/A	PRJNA701308	N/A	fastq	kmiyamot@uw.edu	University of Washington	GENOMIC	WGS	N/A	20216	N/A	s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG04228/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG04228.m64076_210620_030428.dc.q20.fastq.gz	SRP305758	35.67	1793065	N/A
		HG06807.m64043_211118_185250.dc.q20.fastq.gz	SRR26545317	HG06807	Unspecified	ASL	African Americans living in St. Louis, Missouri	SAMN33621959	PACBIO_SMRT	Sequel II	N/A	N/A	N/A	PRJNA701308	N/A	fastq	tgraves@wustl.edu	Washington University	GENOMIC	WGS	N/A	19651	N/A	s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG06807/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG06807.m64043_211118_185250.dc.q20.fastq.gz	SRP305758	40.49	2074968	N/A
		HG06807.m64043_211120_054831.dc.q20.fastq.gz	SRR26545317	HG06807	Unspecified	ASL	African Americans living in St. Louis, Missouri	SAMN33621959	PACBIO_SMRT	Sequel II	N/A	N/A	N/A	PRJNA701308	N/A	fastq	tgraves@wustl.edu	Washington University	GENOMIC	WGS	N/A	19657	N/A	s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG06807/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG06807.m64043_211120_054831.dc.q20.fastq.gz	SRP305758	40.96	2097981	N/A
		HG06807.m64043_211121_164646.dc.q20.fastq.gz	SRR26545317	HG06807	Unspecified	ASL	African Americans living in St. Louis, Missouri	SAMN33621959	PACBIO_SMRT	Sequel II	N/A	N/A	N/A	PRJNA701308	N/A	fastq	tgraves@wustl.edu	Washington University	GENOMIC	WGS	N/A	19598	N/A	s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG06807/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG06807.m64043_211121_164646.dc.q20.fastq.gz	SRP305758	39.8	2045015	N/A
		HG06807.m64043_211222_184851.dc.q20.fastq.gz	SRR26545317	HG06807	Unspecified	ASL	African Americans living in St. Louis, Missouri	SAMN33621959	PACBIO_SMRT	Sequel II	N/A	N/A	N/A	PRJNA701308	N/A	fastq	tgraves@wustl.edu	Washington University	GENOMIC	WGS	N/A	20089	N/A	s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/HG06807/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG06807.m64043_211222_184851.dc.q20.fastq.gz	SRP305758	5.38	266071	N/A
		HM083-2_R1.trimmed.fastq.gz	Unspecified	HG00733	Unspecified	PUR	Puerto Rican in Puerto Rico	SAMN00006581	ILLUMINA	Illumina NovaSeq 6000	N/A	N/A	N/A	PRJNA731524	N/A	fastq	wseligma@ucsc.edu	University of California Santa Cruz	GENOMIC	Hi-C	N/A	N/A	N/A	s3://human-pangenomics/working/HPRC_PLUS/HG00733/raw_data/hic/HM083-2_R1.trimmed.fastq.gz	SRP320775	20.44	N/A	N/A
		HM083-2_R2.trimmed.fastq.gz	Unspecified	HG00733	Unspecified	PUR	Puerto Rican in Puerto Rico	SAMN00006581	ILLUMINA	Illumina NovaSeq 6000	N/A	N/A	N/A	PRJNA731524	N/A	fastq	wseligma@ucsc.edu	University of California Santa Cruz	GENOMIC	Hi-C	N/A	N/A	N/A	s3://human-pangenomics/working/HPRC_PLUS/HG00733/raw_data/hic/HM083-2_R2.trimmed.fastq.gz	SRP320775	20.61	N/A	N/A
		NA18505-1_FC1_S13_L004_R1_001.fastq.gz	SRR30310970	NA18505	Unspecified	YRI	Yoruba in Ibadan, Nigeria	SAMN41021643	ILLUMINA	Illumina NovaSeq 6000	N/A	N/A	N/A	PRJNA701308	N/A	fastq	wseligma@ucsc.edu	University of California Santa Cruz	GENOMIC	Hi-C	N/A	N/A	N/A	s3://human-pangenomics/working/HPRC/NA18505/raw_data/hic/NA18505-1_FC1_S13_L004_R1_001.fastq.gz	SRP305758	22.14	N/A	N/A
		NA18505-1_FC1_S13_L004_R2_001.fastq.gz	SRR30310970	NA18505	Unspecified	YRI	Yoruba in Ibadan, Nigeria	SAMN41021643	ILLUMINA	Illumina NovaSeq 6000	N/A	N/A	N/A	PRJNA701308	N/A	fastq	wseligma@ucsc.edu	University of California Santa Cruz	GENOMIC	Hi-C	N/A	N/A	N/A	s3://human-pangenomics/working/HPRC/NA18505/raw_data/hic/NA18505-1_FC1_S13_L004_R2_001.fastq.gz	SRP305758	22.14	N/A	N/A
		NA18505-1_FC2_S13_L004_R1_001.fastq.gz	SRR30310969	NA18505	Unspecified	YRI	Yoruba in Ibadan, Nigeria	SAMN41021643	ILLUMINA	Illumina NovaSeq 6000	N/A	N/A	N/A	PRJNA701308	N/A	fastq	wseligma@ucsc.edu	University of California Santa Cruz	GENOMIC	Hi-C	N/A	N/A	N/A	s3://human-pangenomics/working/HPRC/NA18505/raw_data/hic/NA18505-1_FC2_S13_L004_R1_001.fastq.gz	SRP305758	21.1	N/A	N/A
		NA18505-1_FC2_S13_L004_R2_001.fastq.gz	SRR30310969	NA18505	Unspecified	YRI	Yoruba in Ibadan, Nigeria	SAMN41021643	ILLUMINA	Illumina NovaSeq 6000	N/A	N/A	N/A	PRJNA701308	N/A	fastq	wseligma@ucsc.edu	University of California Santa Cruz	GENOMIC	Hi-C	N/A	N/A	N/A	s3://human-pangenomics/working/HPRC/NA18505/raw_data/hic/NA18505-1_FC2_S13_L004_R2_001.fastq.gz	SRP305758	21.1	N/A	N/A
		NA18505-2_FC1_S14_L004_R1_001.fastq.gz	SRR30310967	NA18505	Unspecified	YRI	Yoruba in Ibadan, Nigeria	SAMN41021643	ILLUMINA	Illumina NovaSeq 6000	N/A	N/A	N/A	PRJNA701308	N/A	fastq	wseligma@ucsc.edu	University of California Santa Cruz	GENOMIC	Hi-C	N/A	N/A	N/A	s3://human-pangenomics/working/HPRC/NA18505/raw_data/hic/NA18505-2_FC1_S14_L004_R1_001.fastq.gz	SRP305758	17.31	N/A	N/A
		NA18505-2_FC1_S14_L004_R2_001.fastq.gz	SRR30310967	NA18505	Unspecified	YRI	Yoruba in Ibadan, Nigeria	SAMN41021643	ILLUMINA	Illumina NovaSeq 6000	N/A	N/A	N/A	PRJNA701308	N/A	fastq	wseligma@ucsc.edu	University of California Santa Cruz	GENOMIC	Hi-C	N/A	N/A	N/A	s3://human-pangenomics/working/HPRC/NA18505/raw_data/hic/NA18505-2_FC1_S14_L004_R2_001.fastq.gz	SRP305758	17.31	N/A	N/A
		NA18505-2_FC2_S14_L004_R1_001.fastq.gz	SRR30310966	NA18505	Unspecified	YRI	Yoruba in Ibadan, Nigeria	SAMN41021643	ILLUMINA	Illumina NovaSeq 6000	N/A	N/A	N/A	PRJNA701308	N/A	fastq	wseligma@ucsc.edu	University of California Santa Cruz	GENOMIC	Hi-C	N/A	N/A	N/A	s3://human-pangenomics/working/HPRC/NA18505/raw_data/hic/NA18505-2_FC2_S14_L004_R1_001.fastq.gz	SRP305758	16.65	N/A	N/A
		NA18505-2_FC2_S14_L004_R2_001.fastq.gz	SRR30310966	NA18505	Unspecified	YRI	Yoruba in Ibadan, Nigeria	SAMN41021643	ILLUMINA	Illumina NovaSeq 6000	N/A	N/A	N/A	PRJNA701308	N/A	fastq	wseligma@ucsc.edu	University of California Santa Cruz	GENOMIC	Hi-C	N/A	N/A	N/A	s3://human-pangenomics/working/HPRC/NA18505/raw_data/hic/NA18505-2_FC2_S14_L004_R2_001.fastq.gz	SRP305758	16.65	N/A	N/A
		NA18505.final.cram	N/A	NA18505	Unspecified	YRI	Yoruba in Ibadan, Nigeria	SAMN41021643	ILLUMINA	Illumina NovaSeq 6000	Unspecified	N/A	Unspecified	N/A	N/A	cram	N/A	N/A	N/A	WGS	N/A	N/A	N/A	s3://human-pangenomics/working/HPRC/NA18505/raw_data/Illumina/child/NA18505.final.cram	N/A	127.19	N/A	N/A
		NA18505.lymph.m84081_240728_110915_s4-m84081_240728_090940_s3.flnc.bam	Unspecified	NA18505	Unspecified	YRI	Yoruba in Ibadan, Nigeria	SAMN41021643	PACBIO_SMRT	Revio	revio_deepconsensus	N/A	8.0.0	PRJNA701308	8.0.0	bam	iviolich@ucsc.edu	Washington University	transcriptomic	isoseq	N/A	N/A	N/A	s3://human-pangenomics/working/HPRC/NA18505/raw_data/PacBio_Kinnex/NA18505.lymph.m84081_240728_110915_s4-m84081_240728_090940_s3.flnc.bam	SRP305758	N/A	45011711	N/A
		NA18508-1_FC1_S7_L002_R1_001.fastq.gz	SRR30310965	NA18508	Unspecified	YRI	Yoruba in Ibadan, Nigeria	SAMN41021626	ILLUMINA	Illumina NovaSeq 6000	N/A	N/A	N/A	PRJNA701308	N/A	fastq	wseligma@ucsc.edu	University of California Santa Cruz	GENOMIC	Hi-C	N/A	N/A	N/A	s3://human-pangenomics/working/HPRC/NA18508/raw_data/hic/NA18508-1_FC1_S7_L002_R1_001.fastq.gz	SRP305758	17.14	N/A	N/A
		NA18508-1_FC1_S7_L002_R2_001.fastq.gz	SRR30310965	NA18508	Unspecified	YRI	Yoruba in Ibadan, Nigeria	SAMN41021626	ILLUMINA	Illumina NovaSeq 6000	N/A	N/A	N/A	PRJNA701308	N/A	fastq	wseligma@ucsc.edu	University of California Santa Cruz	GENOMIC	Hi-C	N/A	N/A	N/A	s3://human-pangenomics/working/HPRC/NA18508/raw_data/hic/NA18508-1_FC1_S7_L002_R2_001.fastq.gz	SRP305758	17.14	N/A	N/A
		NA18508-1_FC2_S7_L002_R1_001.fastq.gz	SRR30310964	NA18508	Unspecified	YRI	Yoruba in Ibadan, Nigeria	SAMN41021626	ILLUMINA	Illumina NovaSeq 6000	N/A	N/A	N/A	PRJNA701308	N/A	fastq	wseligma@ucsc.edu	University of California Santa Cruz	GENOMIC	Hi-C	N/A	N/A	N/A	s3://human-pangenomics/working/HPRC/NA18508/raw_data/hic/NA18508-1_FC2_S7_L002_R1_001.fastq.gz	SRP305758	16.89	N/A	N/A
		NA18508-1_FC2_S7_L002_R2_001.fastq.gz	SRR30310964	NA18508	Unspecified	YRI	Yoruba in Ibadan, Nigeria	SAMN41021626	ILLUMINA	Illumina NovaSeq 6000	N/A	N/A	N/A	PRJNA701308	N/A	fastq	wseligma@ucsc.edu	University of California Santa Cruz	GENOMIC	Hi-C	N/A	N/A	N/A	s3://human-pangenomics/working/HPRC/NA18508/raw_data/hic/NA18508-1_FC2_S7_L002_R2_001.fastq.gz	SRP305758	16.89	N/A	N/A
		NA18508-2_FC1_S8_L002_R1_001.fastq.gz	SRR30310963	NA18508	Unspecified	YRI	Yoruba in Ibadan, Nigeria	SAMN41021626	ILLUMINA	Illumina NovaSeq 6000	N/A	N/A	N/A	PRJNA701308	N/A	fastq	wseligma@ucsc.edu	University of California Santa Cruz	GENOMIC	Hi-C	N/A	N/A	N/A	s3://human-pangenomics/working/HPRC/NA18508/raw_data/hic/NA18508-2_FC1_S8_L002_R1_001.fastq.gz	SRP305758	10.28	N/A	N/A
		NA18508-2_FC1_S8_L002_R2_001.fastq.gz	SRR30310963	NA18508	Unspecified	YRI	Yoruba in Ibadan, Nigeria	SAMN41021626	ILLUMINA	Illumina NovaSeq 6000	N/A	N/A	N/A	PRJNA701308	N/A	fastq	wseligma@ucsc.edu	University of California Santa Cruz	GENOMIC	Hi-C	N/A	N/A	N/A	s3://human-pangenomics/working/HPRC/NA18508/raw_data/hic/NA18508-2_FC1_S8_L002_R2_001.fastq.gz	SRP305758	10.28	N/A	N/A
		NA18508-2_FC2_S8_L002_R1_001.fastq.gz	SRR30310962	NA18508	Unspecified	YRI	Yoruba in Ibadan, Nigeria	SAMN41021626	ILLUMINA	Illumina NovaSeq 6000	N/A	N/A	N/A	PRJNA701308	N/A	fastq	wseligma@ucsc.edu	University of California Santa Cruz	GENOMIC	Hi-C	N/A	N/A	N/A	s3://human-pangenomics/working/HPRC/NA18508/raw_data/hic/NA18508-2_FC2_S8_L002_R1_001.fastq.gz	SRP305758	9.88	N/A	N/A
		NA18508-2_FC2_S8_L002_R2_001.fastq.gz	SRR30310962	NA18508	Unspecified	YRI	Yoruba in Ibadan, Nigeria	SAMN41021626	ILLUMINA	Illumina NovaSeq 6000	N/A	N/A	N/A	PRJNA701308	N/A	fastq	wseligma@ucsc.edu	University of California Santa Cruz	GENOMIC	Hi-C	N/A	N/A	N/A	s3://human-pangenomics/working/HPRC/NA18508/raw_data/hic/NA18508-2_FC2_S8_L002_R2_001.fastq.gz	SRP305758	9.88	N/A	N/A
		NA18508.final.cram	N/A	NA18508	Unspecified	YRI	Yoruba in Ibadan, Nigeria	SAMN41021626	ILLUMINA	Illumina NovaSeq 6000	Unspecified	N/A	Unspecified	N/A	N/A	cram	N/A	N/A	N/A	WGS	N/A	N/A	N/A	s3://human-pangenomics/working/HPRC/NA18508/raw_data/Illumina/child/NA18508.final.cram	N/A	158.86	N/A	N/A
		NA18508.lymph.m84081_240727_011703_s4-m84081_240726_231733_s3.flnc.bam	Unspecified	NA18508	Unspecified	YRI	Yoruba in Ibadan, Nigeria	SAMN41021626	PACBIO_SMRT	Revio	revio_deepconsensus	N/A	8.0.0	PRJNA701308	8.0.0	bam	iviolich@ucsc.edu	Washington University	transcriptomic	isoseq	N/A	N/A	N/A	s3://human-pangenomics/working/HPRC/NA18508/raw_data/PacBio_Kinnex/NA18508.lymph.m84081_240727_011703_s4-m84081_240726_231733_s3.flnc.bam	SRP305758	N/A	15357208	N/A
		NA18522-1_S8_L001_R1_001.fastq.gz	SRR30242315	NA18522	Unspecified	YRI	Yoruba in Ibadan, Nigeria	SAMN33758796	ILLUMINA	Illumina NovaSeq 6000	N/A	N/A	N/A	PRJNA701308	N/A	fastq	wseligma@ucsc.edu	University of California Santa Cruz	GENOMIC	Hi-C	N/A	N/A	N/A	s3://human-pangenomics/working/HPRC/NA18522/raw_data/hic/NA18522-1_S8_L001_R1_001.fastq.gz	SRP305758	12.67	N/A	N/A
		NA18522-1_S8_L001_R2_001.fastq.gz	SRR30242315	NA18522	Unspecified	YRI	Yoruba in Ibadan, Nigeria	SAMN33758796	ILLUMINA	Illumina NovaSeq 6000	N/A	N/A	N/A	PRJNA701308	N/A	fastq	wseligma@ucsc.edu	University of California Santa Cruz	GENOMIC	Hi-C	N/A	N/A	N/A	s3://human-pangenomics/working/HPRC/NA18522/raw_data/hic/NA18522-1_S8_L001_R2_001.fastq.gz	SRP305758	12.67	N/A	N/A
		NA18522-1_S8_L002_R1_001.fastq.gz	SRR30242167	NA18522	Unspecified	YRI	Yoruba in Ibadan, Nigeria	SAMN33758796	ILLUMINA	Illumina NovaSeq 6000	N/A	N/A	N/A	PRJNA701308	N/A	fastq	wseligma@ucsc.edu	University of California Santa Cruz	GENOMIC	Hi-C	N/A	N/A	N/A	s3://human-pangenomics/working/HPRC/NA18522/raw_data/hic/NA18522-1_S8_L002_R1_001.fastq.gz	SRP305758	13.1	N/A	N/A
		NA18522-1_S8_L002_R2_001.fastq.gz	SRR30242167	NA18522	Unspecified	YRI	Yoruba in Ibadan, Nigeria	SAMN33758796	ILLUMINA	Illumina NovaSeq 6000	N/A	N/A	N/A	PRJNA701308	N/A	fastq	wseligma@ucsc.edu	University of California Santa Cruz	GENOMIC	Hi-C	N/A	N/A	N/A	s3://human-pangenomics/working/HPRC/NA18522/raw_data/hic/NA18522-1_S8_L002_R2_001.fastq.gz	SRP305758	13.09	N/A	N/A
		NA18522-1_S8_L003_R1_001.fastq.gz	SRR30242166	NA18522	Unspecified	YRI	Yoruba in Ibadan, Nigeria	SAMN33758796	ILLUMINA	Illumina NovaSeq 6000	N/A	N/A	N/A	PRJNA701308	N/A	fastq	wseligma@ucsc.edu	University of California Santa Cruz	GENOMIC	Hi-C	N/A	N/A	N/A	s3://human-pangenomics/working/HPRC/NA18522/raw_data/hic/NA18522-1_S8_L003_R1_001.fastq.gz	SRP305758	12.19	N/A	N/A
		NA18522-1_S8_L003_R2_001.fastq.gz	SRR30242166	NA18522	Unspecified	YRI	Yoruba in Ibadan, Nigeria	SAMN33758796	ILLUMINA	Illumina NovaSeq 6000	N/A	N/A	N/A	PRJNA701308	N/A	fastq	wseligma@ucsc.edu	University of California Santa Cruz	GENOMIC	Hi-C	N/A	N/A	N/A	s3://human-pangenomics/working/HPRC/NA18522/raw_data/hic/NA18522-1_S8_L003_R2_001.fastq.gz	SRP305758	12.19	N/A	N/A
		NA18522-1_S8_L004_R1_001.fastq.gz	SRR30242165	NA18522	Unspecified	YRI	Yoruba in Ibadan, Nigeria	SAMN33758796	ILLUMINA	Illumina NovaSeq 6000	N/A	N/A	N/A	PRJNA701308	N/A	fastq	wseligma@ucsc.edu	University of California Santa Cruz	GENOMIC	Hi-C	N/A	N/A	N/A	s3://human-pangenomics/working/HPRC/NA18522/raw_data/hic/NA18522-1_S8_L004_R1_001.fastq.gz	SRP305758	12.63	N/A	N/A
		NA18522-1_S8_L004_R2_001.fastq.gz	SRR30242165	NA18522	Unspecified	YRI	Yoruba in Ibadan, Nigeria	SAMN33758796	ILLUMINA	Illumina NovaSeq 6000	N/A	N/A	N/A	PRJNA701308	N/A	fastq	wseligma@ucsc.edu	University of California Santa Cruz	GENOMIC	Hi-C	N/A	N/A	N/A	s3://human-pangenomics/working/HPRC/NA18522/raw_data/hic/NA18522-1_S8_L004_R2_001.fastq.gz	SRP305758	12.63	N/A	N/A
		NA18522-2_S16_L001_R1_001.fastq.gz	SRR30242164	NA18522	Unspecified	YRI	Yoruba in Ibadan, Nigeria	SAMN33758796	ILLUMINA	Illumina NovaSeq 6000	N/A	N/A	N/A	PRJNA701308	N/A	fastq	wseligma@ucsc.edu	University of California Santa Cruz	GENOMIC	Hi-C	N/A	N/A	N/A	s3://human-pangenomics/working/HPRC/NA18522/raw_data/hic/NA18522-2_S16_L001_R1_001.fastq.gz	SRP305758	16.31	N/A	N/A
		NA18522-2_S16_L001_R2_001.fastq.gz	SRR30242164	NA18522	Unspecified	YRI	Yoruba in Ibadan, Nigeria	SAMN33758796	ILLUMINA	Illumina NovaSeq 6000	N/A	N/A	N/A	PRJNA701308	N/A	fastq	wseligma@ucsc.edu	University of California Santa Cruz	GENOMIC	Hi-C	N/A	N/A	N/A	s3://human-pangenomics/working/HPRC/NA18522/raw_data/hic/NA18522-2_S16_L001_R2_001.fastq.gz	SRP305758	16.31	N/A	N/A
		NA18522-2_S16_L002_R1_001.fastq.gz	SRR30242163	NA18522	Unspecified	YRI	Yoruba in Ibadan, Nigeria	SAMN33758796	ILLUMINA	Illumina NovaSeq 6000	N/A	N/A	N/A	PRJNA701308	N/A	fastq	wseligma@ucsc.edu	University of California Santa Cruz	GENOMIC	Hi-C	N/A	N/A	N/A	s3://human-pangenomics/working/HPRC/NA18522/raw_data/hic/NA18522-2_S16_L002_R1_001.fastq.gz	SRP305758	16.72	N/A	N/A
		NA18522-2_S16_L002_R2_001.fastq.gz	SRR30242163	NA18522	Unspecified	YRI	Yoruba in Ibadan, Nigeria	SAMN33758796	ILLUMINA	Illumina NovaSeq 6000	N/A	N/A	N/A	PRJNA701308	N/A	fastq	wseligma@ucsc.edu	University of California Santa Cruz	GENOMIC	Hi-C	N/A	N/A	N/A	s3://human-pangenomics/working/HPRC/NA18522/raw_data/hic/NA18522-2_S16_L002_R2_001.fastq.gz	SRP305758	16.72	N/A	N/A
		NA18522-2_S16_L003_R1_001.fastq.gz	SRR30242313	NA18522	Unspecified	YRI	Yoruba in Ibadan, Nigeria	SAMN33758796	ILLUMINA	Illumina NovaSeq 6000	N/A	N/A	N/A	PRJNA701308	N/A	fastq	wseligma@ucsc.edu	University of California Santa Cruz	GENOMIC	Hi-C	N/A	N/A	N/A	s3://human-pangenomics/working/HPRC/NA18522/raw_data/hic/NA18522-2_S16_L003_R1_001.fastq.gz	SRP305758	15.61	N/A	N/A
		NA18522-2_S16_L003_R2_001.fastq.gz	SRR30242313	NA18522	Unspecified	YRI	Yoruba in Ibadan, Nigeria	SAMN33758796	ILLUMINA	Illumina NovaSeq 6000	N/A	N/A	N/A	PRJNA701308	N/A	fastq	wseligma@ucsc.edu	University of California Santa Cruz	GENOMIC	Hi-C	N/A	N/A	N/A	s3://human-pangenomics/working/HPRC/NA18522/raw_data/hic/NA18522-2_S16_L003_R2_001.fastq.gz	SRP305758	15.61	N/A	N/A
		NA18522-2_S16_L004_R1_001.fastq.gz	SRR30242312	NA18522	Unspecified	YRI	Yoruba in Ibadan, Nigeria	SAMN33758796	ILLUMINA	Illumina NovaSeq 6000	N/A	N/A	N/A	PRJNA701308	N/A	fastq	wseligma@ucsc.edu	University of California Santa Cruz	GENOMIC	Hi-C	N/A	N/A	N/A	s3://human-pangenomics/working/HPRC/NA18522/raw_data/hic/NA18522-2_S16_L004_R1_001.fastq.gz	SRP305758	16.15	N/A	N/A
		NA18522-2_S16_L004_R2_001.fastq.gz	SRR30242312	NA18522	Unspecified	YRI	Yoruba in Ibadan, Nigeria	SAMN33758796	ILLUMINA	Illumina NovaSeq 6000	N/A	N/A	N/A	PRJNA701308	N/A	fastq	wseligma@ucsc.edu	University of California Santa Cruz	GENOMIC	Hi-C	N/A	N/A	N/A	s3://human-pangenomics/working/HPRC/NA18522/raw_data/hic/NA18522-2_S16_L004_R2_001.fastq.gz	SRP305758	16.15	N/A	N/A
		NA18522.final.cram	N/A	NA18522	Unspecified	YRI	Yoruba in Ibadan, Nigeria	SAMN33758796	ILLUMINA	Illumina NovaSeq 6000	Unspecified	N/A	Unspecified	N/A	N/A	cram	N/A	N/A	N/A	WGS	N/A	N/A	N/A	s3://human-pangenomics/working/HPRC/NA18522/raw_data/Illumina/child/NA18522.final.cram	N/A	104.41	N/A	N/A
		NA18522.lymph.m84081_240722_210122_s1-m84081_240722_190156_s2.flnc.bam	Unspecified	NA18522	Unspecified	YRI	Yoruba in Ibadan, Nigeria	SAMN33758796	PACBIO_SMRT	Revio	revio_deepconsensus	N/A	8.0.0	PRJNA701308	8.0.0	bam	iviolich@ucsc.edu	Washington University	transcriptomic	isoseq	N/A	N/A	N/A	s3://human-pangenomics/working/HPRC/NA18522/raw_data/PacBio_Kinnex/NA18522.lymph.m84081_240722_210122_s1-m84081_240722_190156_s2.flnc.bam	SRP305758	N/A	21823553	N/A
		NA18522.m54329U_220604_002013.dc.q20.fastq.gz	SRR26545316	NA18522	Unspecified	YRI	Yoruba in Ibadan, Nigeria	SAMN33758796	PACBIO_SMRT	Sequel II	N/A	N/A	N/A	PRJNA701308	N/A	fastq	tgraves@wustl.edu	Washington University	GENOMIC	WGS	N/A	20761	N/A	s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/NA18522/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA18522.m54329U_220604_002013.dc.q20.fastq.gz	SRP305758	47.37	2314654	N/A
		NA18522.m54329U_220605_194957.dc.q20.fastq.gz	SRR26545316	NA18522	Unspecified	YRI	Yoruba in Ibadan, Nigeria	SAMN33758796	PACBIO_SMRT	Sequel II	N/A	N/A	N/A	PRJNA701308	N/A	fastq	tgraves@wustl.edu	Washington University	GENOMIC	WGS	N/A	20710	N/A	s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/NA18522/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA18522.m54329U_220605_194957.dc.q20.fastq.gz	SRP305758	48.38	2369316	N/A
		NA18522.m54329U_220607_194753.dc.q20.fastq.gz	SRR26545316	NA18522	Unspecified	YRI	Yoruba in Ibadan, Nigeria	SAMN33758796	PACBIO_SMRT	Sequel II	N/A	N/A	N/A	PRJNA701308	N/A	fastq	tgraves@wustl.edu	Washington University	GENOMIC	WGS	N/A	20503	N/A	s3://human-pangenomics/submissions/42AFCE59-2972-45EE-BB72-5B84E7B57377--HPRC_DEEPCONSENSUS_v1pt2_2023_08_q20/NA18522/raw_data/PacBio_HiFi/deepconsensus/v1pt2/NA18522.m54329U_220607_194753.dc.q20.fastq.gz	SRP305758	52.78	2606914	N/A
		NA18565-1_FC1_S9_L001_R1_001.fastq.gz	Unspecified	NA18565	Unspecified	CHB	Han Chinese in Beijing, China	SAMN41021669	ILLUMINA	Illumina NovaSeq 6000	N/A	N/A	N/A	PRJNA701308	N/A	fastq	wseligma@ucsc.edu	University of California Santa Cruz	GENOMIC	Hi-C	N/A	N/A	N/A	s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA18565/raw_data/hic/NA18565-1_FC1_S9_L001_R1_001.fastq.gz	SRP305758	15.63	N/A	N/A
		NA18565-1_FC1_S9_L001_R2_001.fastq.gz	Unspecified	NA18565	Unspecified	CHB	Han Chinese in Beijing, China	SAMN41021669	ILLUMINA	Illumina NovaSeq 6000	N/A	N/A	N/A	PRJNA701308	N/A	fastq	wseligma@ucsc.edu	University of California Santa Cruz	GENOMIC	Hi-C	N/A	N/A	N/A	s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA18565/raw_data/hic/NA18565-1_FC1_S9_L001_R2_001.fastq.gz	SRP305758	15.63	N/A	N/A
		NA18565-1_FC2_S9_L001_R1_001.fastq.gz	Unspecified	NA18565	Unspecified	CHB	Han Chinese in Beijing, China	SAMN41021669	ILLUMINA	Illumina NovaSeq 6000	N/A	N/A	N/A	PRJNA701308	N/A	fastq	wseligma@ucsc.edu	University of California Santa Cruz	GENOMIC	Hi-C	N/A	N/A	N/A	s3://human-pangenomics/submissions/1005B25C-EAFA-40A7-AD42-45759D174009--HIC_Y3_Y4_part2/NA18565/raw_data/hic/NA18565-1_FC2_S9_L001_R1_001.fastq.gz	SRP305758	16.77	N/A	N/A
